score	review
4	Not bad, not great. They do as their told.
4	You can't beat these batteries when it comes to price. My son has seemingly a million toys that require batteries and it's always handy to have some around when he leaves them on (thomas the train motorized engines). Buying these from Amazon saves me a lot of money vice buying them from a major retailer. Thanks Amazon!Pro: cheap and reliable
4	You get a lot for a great price! I mainly just use them for my xbox one controller and they last for quite a long time!
4	Good batteries just tested them, but there were only 98 batteries. I want my two batteries-- grr
4	they work. I don't know the life span or how well they work.
4	ASIDE FROM THE FACT THAT THE SCREEN IS SMALL, IT'S A GREAT LITTLE DEVICE. FOR THOSE THAT PREFER A LARGER SCREEN, THE ECHO SHOW WOULD BE A BETTER CHOICE.
4	Bulk is always the less expensive way to go for products like these
4	This my second order and they seem to work as good as name brand and ship to my door.
4	These Amazon batteries did the job although I gave 4star only because I had a few I would say a hand full of batteries that were not as strong or were pretty weak but out of a box of 48 batteries, I will definitely buy again for this priceIm pretty well satisfied.Thank you!
4	I use them for my Xbox controllers and they last pretty long. Great for a cheap price.
4	AmazonBasics batteries are quite good in terms of capacity -- pretty much tied for the top spot compared to the other 6 brands I've tested, but other brands have the edge in capacity per dollar. When I computed value by dividing capacity by the cost per battery of the cheapest package size, they took a respectable third place, and they have the advantage of being a trusted name compared to the value leader. In the images I have attached a graph and a table summarizing my test results for the 7 types I've tested, but if you'd like to know more about how I test ... on to the in-dept test review.I've been on a bit of a quest to test all of the top-selling aaa batteries on Amazon in a repeatable, precise way. This means the same equipment, same environmental conditions, and same slots in the equipment will be used for each test. For each test, I fully discharge 3 batteries in my Opus BT-C2000 battery analyzer at rates of 100 ma, 200 ma, and 400 ma (discharge rate affects usable capacity). I have also performed this exact same test (same equipment, same conditions) on the ACDelco, Duracell Procell, Duracell Coppertop, Energizer MAX, Maxell, and Rayovac. I have linked the other brands I've reviewed at the end of this review if you'd like to take a look at the other results for comparison purposes. For the Amazon Basics batteries, the capacity at each discharge rate was:Disch Rt Capacity Runtime Sample use case100 mA 997 mAh 10 hrs Low-power LED flashlight200 mA 914 mAh 4.5 hrs Electronic toy / medium LED flashlight400 mA 623 mAh 1.5 hrs Motorized toy / bright LED flashlightNote that these (and all other Alkalines) would achieve somewhat higher capacity (maybe 1200 mAh) in a low discharge application like a mouse, keyboard, remote control, etc because alkaline batteries have internal resistance that reduces usable capacity at high discharge rates.The capacity of these batteries is among the best I've tested -- take a look at the attached data table for comparative data. For the cost (0.31/ea in a 36 pack right now), these are a decent but beatable value -- the power supplied per dollar spent is very good, but eclipsed by other currently available options.Comparison:These batteries do well capacity-wise, but value-wise are blown away by the currently cheapest energy/dollar battery that I've tested, the ACDelco aaa's. Their capacity results were:Disch Rt Capacity Runtime100 mA 1005 mAh 10 hrs200 mA 864 mAh 4.3 hrs400 mA 670 mAh 1.7 hrsAs you can see, the Amazon batteries were very comperable ... but, at the current time the AmazonBasics batteries are 0.31/ea (36 pack), while the ACDelco batteries are about 0.21/ea (48 pack) -- so the ACDelco are significantly cheaper per mAh. I did not test shelf life, so it's possible that these may hold up better sitting in a drawer. Although both the Amazon batteries and the ACDelco batteries are certainly made on contract by a third party, I do think that I trust Amazon a bit more to provide consistent batteries than ACDelco ... although I haven't had any trouble with my ACDelco batteries so far. It's also worth noting that the Amazon batteries come in clearly superior packaging - while the ACDelco batteries come in a horrible gigantic plastic blister pack, the Amazon batteries come in a closable cardboard box. If you don't go through a lot of batteries organization of your battery drawer is important to you, that could push them into the all-around winner category despite the 50 price premium.Finally, because another review specifically mentions the Rayovac AA's as being 'good' in some usage scenarios, I thought I'd share my findings for the Rayovac AAA's. In short, they're garbage - the Amazon batteries are better in EVERY case. It's possible that the Rayovac AA's are much better than the AAA's, but I think it's more likely that the version of the Rayovacs tested by the website that he got his results from is different than the most popular Rayovac on Amazon (I source all of my batteries from Amazon). I ran the Rayovac test several times because I couldn't believe how poorly they did ... here are some typical Rayovac results:Disch Rt Capacity Runtime100 mA 908 mAh 9 hrs200 mA 590 mAh 2.9 hrs400 mA 443 mAh 1.1 hrsMy other battery tests/reviews:I have posted reviews for Duracell Coppertop, Duracell Procell and ACDelco aaa alkaline batteries with capacity data gathered using the exact same method and equipment. To find those reviews for comparison purposes, go to the product pages linked below and search for 'mah' under 'all reviews' (or just browse to them on my profile). If/when I do additional aaa tests/reviews in the future, I will update this list.ACDelco AAA Super Alkaline BatteriesDuracell AAA Batteries Coppertop MN2400 - 20 PackDuracell Procell AAA Batteries PC2400BKD09Energizer MAX AAA BatteriesMaxell Alkaline Battery AAA CellRayovac Alkaline AAA Batteries
4	Can't get too jazzed about inexpensive batteries -just a good deal all around.
4	Works great for everyday AA battery needs
4	Ive been buying these since they started selling them. The last batch, I had one that leaked. It was in a rather expensive candle, so a heads up for those using this battery to check once in a while. Ive never had this happen before. It turned all brown on one side and could have ruined my candle if I didnt clean it out real good. The battery was only week old, used infrequently in an air conditioned home. I will still continue to buy these.
4	The price was good and so far the batteries I have used work fine. I do not have a battery tester nor the time (if I had a battery tester) to test each and every battery as others have done. I am just going to believe that they will all work just fine.
4	As advertised, I have not had any problems.
4	Good value for the money Will order again
4	So far so good have to wait and seen how they last, so will update later.
4	Amazon basics AA batteries are satisfactory for the cost. Being Alkaline the seem to work fine in most things.
4	OK
4	Works great and holds chaege as well as and battery I have had
4	Yep, they work! And it is nice to know I have backups.
4	These are good batteries. How do I know. I installed these in my electric tooth brush 2 months ago. The brush is still buzzing my brain when I use it. No way any of the other batteries will do this. Been there done that.
4	For the price a great value, will never buy another overpriced brand name battery again.
4	Batteries
4	So far so good
4	Price can't be beat...batteries aren't great, but they're so cheap
4	Difficult to be excited about AA batteries but everything about the purchase was as advertised. They were well packaged and even arrived several days early. They are working well. My regret is that I did not order AAA batteries at the same time.
4	These are working very well for us and they are economical to use-which we do a lot of.
4	We have been using these batteries in some kids toys and they work fine. I haven't noticed them lasting longer or shorter than others. We normally purchase the Kirkland brand one from Costco, and these appear to be equivalent. Its great to have a large supply of batteries on hand when you have kids!
4	Batteries work perfectly. Only problem is the packaging is a little large. You will need to put them in a smaller container unless u have a ton of cupboard space.
4	Work well for the most part. One pack had defective batteries, but the rest so far have been fine. Last decently long.
4	As expected
4	they are batteries...what more can be said How long do they last who knows just got them.
4	good value
4	Seems to be equal to any other brand of batteries I have used.
4	These batteries perform better than expected. I was very impressed.
4	Work as well as major brands, as far as I can tell, but for a much better price.
4	Decent batteries, I find they die a little quicker than others, but still fine for the price
4	Capacity is a little light on these, but the price is awesome.
4	Don't last as long as Duracell, but you can't beat the price
4	I'll keep this relatively brief. I use rechargeable, mainly Eneloop batteries for almost everything. Every once in awhile though I have something that doesn't need the more expensive batteries or are exposed to rougher conditions like remotes or outside hose timers where I just want something disposable. These work well for that. I would buy them again
4	great price and now I have them on hand whenever I may need a battery!
4	LEDs run thru these so fast man. But, I'm lazy and amazon delivers so I keep buying them. Don't have a time sheet. But I have one of those harbour freight free with purchase lights and it seemed to last 5 hours before I noticed it was dim. So that's good I guess as its still very bright, just not new, never been used bright.Usually I replace 1 out the 3 batteries every 3 weeks. But I work on a bike and car, and have never had any LED go out or get unusable dim during a job with a fresh change.
4	They seem to be lasting a while. They're batteries tho. So yeah. A convenience item for when you buy something else on here that needs batteries.
4	These batteries don't last as long as the top brands, but for the price I can't complain too much.
4	decent batteries. doesnt seem to last as long as better brands. use it for xbox 1 controller.
4	These are decent batteries for a pretty good price. I haven't experienced any leaking yet. Would buy again. Will update if there are problems.
4	Decent batteries for a great price, idk if they last as long as energizer but so far so good, I will order more for Christmas for sure.
4	Amazon Batteries! They got me on the price, but how's the performance! Honestly I can't tell cause who's counting I usually by pro cells because Sometimes I'm a pro. Just kidding but really i work in entertainment so we use pro cells but I bought a box of these just to keep handy and save the day when pro cells are not available. These really aren't that bad. Pro TIP: Make sure you dispose them properly so you don't kill the earth. I'd definitely buy these again. Now that I am a father, there's all kinda of other things to put batteries in. Also do not skimp out on your earthquake kit. It sounds like whatever but honestly you need to prepare folks!
4	Decent batteries price wise but don't seem to last as long as the name brand batteries and I assume these are actually some lower end name brand batteries that Amazon has their name stuck on them.
4	So far so good. Let's see how they hold up over time. Hope they hold their charge and don't leak.
4	Good quality for the low price
4	Great price, does the job. Used them to power BV Bicycle Light Set Super Bright 5 LED Headlight, 3 LED Taillight, Quick-Release. Gives very good light intensity, albeit first few uses. Can't yet vouch for how long these batteries last vs. Duracell.
4	Battery life is equivalent to name-brand, mid-range batteries, which makes it quite a bargain. I am often surprised when I change batteries in a high-use device and realize how long these batteries last. They also have a nice look and when you buy a brick of them they are conveniently wrapped in bundles of 4, which makes for easy storage. They wont replace Duracell's in my high-power-drain equipment, but for everything else these are great.
4	Can't never have too many batteries.
4	Didn't last as long as another brand. It still ok to use
4	DIDN'T SEEM TO LAST AS LONG AS OTHERS BUT NOT REAL BAD
4	Does not last as long as the bunny or copper top, but adequate.
4	don't last that long
4	Energizer batteries lasted longer than these.
4	I purchased the pack to use with 4 walkies i had when we went on a 4 day cruise. Each walkie took 3 batteries. The batteries lasted 2.5 days of use. And i had to replace.
4	Batteries seem fine on arrival and after installing in lanterns. No issues so far.
4	Great but the packaging is not very intuitive. Sort of hard to get batteries out
4	It's hard to love a battery. All I can say is they work, and they seem to last as long as any others. The price is good, so I'm happy.
4	Good solid batteries at a good price. They dont last as long as the full retail name brands which means you do need to change them more often but overall still a money saver in the long run.
4	I have many AA battery operated things in my house. I use flameless candles that come on every night and stay on for 6 hours. I go through batteries. It was getting pretty expensive at the store. Found these, ordered them. Using them. They seem to be a high quality battery, unlike some others I have purchased only to have them last half as long. These are great!
4	Good batteries for the price, they last a decent amount of time like other major brands. These came in handy near Christmas time with all the toys Santa brought. They are packaged in groups of 4 and I like how they have a container (cardboard box with cover) to keep them stored. I would definitely buy them again.they are NOT rechargeable and for some reason I thought they were when I bought them....had a brain fart or something. Good batteries overall regardless.
4	Batteries are good, duracell might last just a tad bit longer but the price difference is not worth the extra . Kind of hard to review a batteries, but the packaging was easy to open and the batteries were neatly packaged.
4	They're batteries, and they're alkaline and they work very well.
4	When I ran out of AA batteries, I of course came to Amazon to purchase more. As I am on a tight budget, I decided to go with the AmazonBasics brand. When they arrived, I immediately replaced the batteries in my Xbox controller. I noticed that the batteries did not last as long as the more popular name brands. (i.e. Duracell, Energizer, etc.) This is the only reason I have rated the product with 4 stars instead of 5. Everything else about these batteries is great. I am getting low already and will probably order them again.
4	I think they are great for the price, if you want to spend more, buy rechargables
4	Have had good success with these and the Amazon Basics AA's as well. They come in a cardboard box, in sets of two which is handy to grab, although I still wish they were not plastic wrapped at all. That said it is far easier and takes up less space than the typical packaging from other brands.Battery life seems fine with these as it did for AA (I had less success with the Amazon Basics 9v which had a horrible battery life).
4	Bought them for the grand kids toys at Christmas and they work fine but that's all I can tell you because it's only been 8 hours.
4	What can you say, they are batteries and they work. Price was good when I purchased them..
4	WORKS FANTASTIC, EXCEED MY EXPECTATIONS, I WILL BUY IT AGAIN. GREAT PRICE, I CHECKED AND COULDN'T FIND IT CHEAPER ESPECIALLY WITH PRIME SHIPPING.
4	Good cheap batteries. I mean they're better than those awful ones you can get at the 99c only store, and still cheaper than target's energizer batteries.
4	Good deal
4	these batters are a good deal. they die faster than the brand name batteries - for for the price, you cant beat it!
4	Received and look fine. Will see if there is actually any drainage time difference, but don't expect that. Will update if so. Good deal and my remotes, etc.....eat these up fast. LOL :)
4	Good bargain for batteries! They're great for remotes and toys.
4	So far so good, they seem to last pretty long.
4	Don't last as long as energizer but a great deal!
4	This is as good of a glove as you will find for the money. Be aware the when ordering they are extremely small if you normally wear a large an extra large will still be tight and need some break in time. Order at least one size bigger
4	These die so fast. I might as well have bought a 12pack at. Costco or something. Good if u want clock battery that doesn't consume much energy
4	good value for the amount of batteries
4	They last a long time.
4	Good batteries at a fair price.
4	Good price, well packaged. I have not used them for any real duration yet. They are shrink wrapped. However, unlike the 9 volt batteries, you can twist the package and get through the plastic wrapper.
4	Work well enough in the small gadgets like remotes and LED flashlights.
4	I purchased these AmazonBasics batteries because I used a lot of batteries around the house and I was looking for the best value. I would say the convenience factor is there: I can stock up on these and I don't have to run to the store to pick up batteries. Compared to the Rayovac brand, which I have been using exclusively before purchasing these, I would say the AmazonBasics batteries give you just a bit less life. They do store well and perform well in most electronics that I've tested thus far.
4	AAA alkaline Amazon batteries, they have a good price and seems to be working well, I will buy them again.
4	not much to say about batteries, they do their job and seem to last a good amount of time. I like the price!
4	Work well, good price.
4	Basic batteries. Good price. Have not used long enough to see how they last.
4	Good price. Only used a few so far but what we used seems to last.
4	Good price for these batteries. They seem to be of good quality and the price is right.
4	good product
4	Good products. I like the Amazon batteries. The only reason they didn't get 4 stars is because you can't really use them in products that have a higher voltage demand. As the battery ages, it gets weaker. It lasts about as long as a normal Duracell or Energizer, but the output drops significantly as the product ages. They are great for remote controls, smoke detectors, etc. Not advisable for anything with moving parts or motors.
4	Haven't conducted any testing so I'm not absolutely sure about how these compare for performance to Duracell, Energizer or Ray-O-Vac. Gut feeling is that they are about the same as Energizer and Ray-O-Vac in performance and I can sometimes get Ray-O-Vacs on sale at Home Depot/Lowes for a competitive price.
4	Batteries seem to last a good amount of time and I received all of them in this pack unlike the AAA pack I bought from Amazon which was missing four batteries.
4	As Advertised
4	they work well so far, cheaper than other batteries i have seen. hoping there wont be any leakage or anything.
4	Good so far. I've not done extensive testing, but these seem adequate and the price is right. Definitely better than some other store brand batteries (Bass Pro Shops I'm looking at you) I've tried. They seem on par with major brand batteries to me, but that's a completely subjective evaluation.
4	As described
4	The positive contact does not stick out as far as others brands so they may not work in all devices. Just discovered this today.Otherwise, they are good.
4	Good value
4	Good value compared to other national brand equivalents
4	Good value on a good amount of batteries . They work fine. Not the best, but far from the worst . Would buy again
4	Long lasting life
4	Good Value for the amount of batteries you receive.Great for TV Controllers, basic items. Gaming Controllers eat through these rather quickly.
4	Good value here. They seem to last as long as the standard Duracell batteries that we used to buy.
4	Batteries. Lots of them. Good :) Nice value.
4	As expected!
4	Great batteries for the price. I've bought other generic off brand batteries before, even some from well know companies like Sony and Kodak (yes, they make AA's), and these do better than those.
4	Low costs batteries that work great with good extended lifetime.
4	Overall, great product, fast shipping, great service experience. Only reason I am rating 4 stars is the battery life seems less than the Duracells I used to use but I believe these are better overall value (significantly cheaper per battery) thus, this product certainly met my expectations but did not necessarily exceed them.
4	Great battery value but they don't last as long. I will order them a couple of more times to see how they work.
4	I like the battery and the saving. It seems it doesn't last longer compared to other popular brand. I don't mind changing battery after paying 4 time less than a popular brand
4	last longer then maxell batteries and dont get near as hot when in heavy use as other batteriessize normal AA size.material good aluminum and Alkaline.quality great don't get to hot in full use and last a lot longer then others iv tested.pro's long lasting, don't get to hot, good materials.con's noneoverall great batteries great quality great bargainwould buy again yes they seam to be great batteries use in all devices like flashlights, cameras, remotes, ext also get a lot for the price
4	These batteries are a great buy, pretty much can't be beat for the price to quality ratio. I marked off one star because I don't believe they have lasted as long as the Energizer batteries I used previously, but it is not a big difference. I have been using these primarily to power a head lamp with band that I wear at work at night time out in the field. They provide the same brightness as the energizers but my light seemed to start getting dimmer a little sooner than with the energizers. There is not a big enough difference however to justify the price of energizers, therefore I will continue to purchase the AmazonBasics batteries for sure.
4	They're batteries. They batter well. Great even.
4	For the price, I really can't complain. The life of the battery seemed comparable to other generic batteries. Great for remotes and other low use items. However, my son put these in a small indoor remote controlled helicopter and it chewed through them pretty quickly (which I expected). Again, good for the price and the right usage.
4	Decent longevity in electronics we use daily. In remotes they're fabulous, less so in more demanding electronics like games, cameras, and the half dozen Thomas trains my son loves. For the price in comparison to Duracell or Energizer you can't go wrong.
4	Good
4	These batteries are a great value. I got the 48 pack and for the most part, the did not disappoint. However, there were a few that did not work. Then again, i've always been pleased with Amazon's products and will continue to use them.
4	These batteries are way cheaper on Amazon then in the stores. The batteries lasted a long time and I won't run out any time soon.
4	Great price and they work very well will continue to buy these amazon batteries compared to the other brands in the future. Loved to save money and the work the same as the other competitors.
4	These work just fine.
4	Great price! I finally put a big storage shelf in my garage so starting to stock up on things I use regularly. My only complaint is they are packaged in groups of four which is kind of a pain to unwrap each time you need them.
4	Great price and they work- can't ask for more then that. How does Amazon do what they do- good price, great customer service, and they are very profitable. What a great business model!
4	So far so good. I use these in a flash unit for photography. While not fully running off the batteries as I have an external battery pack they do work well.
4	Not sure what else to say other than these are cheap batteries. Great price.
4	So far no problems, great price. Haven't had a chance to find out how long they last.
4	Great price. They're batteries.
4	As good as any 'household name' brand and far more reasonably priced.
4	Can't go wrong with AmazonBasics batteries - quality at a great value.
4	Great value for the money.
4	I use a lot of batteries. It seems now, there are remotes for everything. Recently I had installed new batteries ( not from Amazon) in a remote for my gas logs. It beeped but would not come on. When these batteries arrived the next day, I put these in the gas log remote and it worked. Yeah! I also use them in the air freshener canisters, I'm in rescue and have these fresheners in every room. People who come for the first time are amazed that my home smells so good. I use them in my keyboard mouse also. If you think about how many batteries you use, buying them in large lots having them on subscribe and save is a huge help. These are packed well and are also packed within the box with plastic. Great Value,
4	Great price and with a name like Amazon I feel these are going to be good. I bought for my daughter because I gave her something that she needed 27 (yes!) batteries for. Great value and plan on getting again if they work like I think they will. Only a 4 star rating because I don't know how long they'll last. So far so good
4	Is it just me, or is it a huge challenge keeping enough batteries on hand. It's easy just to order a bulk box of these rather than take a beating at retail price. I'm not sure they are up to Energizer or Duracell standards, but they do the job ok. No complaints so far.
4	These batteries are awesome for kids toys that don't have moving parts and only music. Also works great in remotes and things like that. Great value for what you get. Would definitely recommend to a friend.
4	Seems to work well I haven't been using them long, but have not had any problems
4	Nice!
4	Another way Amazon makes my life easier!
4	I didn't have any issues with these batteries dying on me but I am hesitant to make them a staple since it seems like there are others who have gotten bad batches. I will wait it out to buy again.
4	Since I have bought these batteries, I do not feel like I am changing batteries as often as I were before using Rayovak. I will say however they do not last more than a couple days of hard play on the XBOX one controllers.
4	Batteries came charged, I guess that's a good thing
4	I have been using Amazon Basics products for about 2 years and have always found them to be first rate. The batteries last as long as the name brand batteries and cost a lot less.
4	I have not yet determined the useful life of these when in use. I installed four in my camera last week. I just do not know how long they will last, but they look good
4	There are many batteries in the box for the amount of money you pay. Batteries at the store would cost way more. They seem to be packaged well, and conveniently. I took one star off because these batteries do not seem to last as long as the more expensive batteries, but it could just be the pack that i used. I will see how the rest will work out, but for the money, i think it is a good deal.
4	This product was exactly as promised. I was pleased with the price and would purchase these batteries again.
4	this works well enough for the price point. I would recommend it if you are on a budget.
4	I don't notice any difference between these batteries and premium brand name ones They seem to last just as long, and at a great price.
4	Batteries were decent. They came well packaged. I'm unsure how good they are as my son needed to replace his batteries on his game zone often. Although i replaced the Duracell batteries as well.
4	I've used these exclusively for my two Xbox One controllers and have not tried any other batteries in them. They lasted for about 48 hours of play time before running out. That seemed quick to me but I don't have anything to compare it to. These were the right price. I will order again when I remember to order batteries before I need them.
4	Each battery only lasts a few days on my wireless mouse.Update: the problem is actually with my mouse or computer other batteries are also draining too fast. Nevertheless, it would be good if these Amazon batteries stated their capacity.
4	This is so so.it is doing good.i do not know how long it can last.this is also pretty good.
4	It worked great I like it you can't beat the price you get a lot for your money
4	Batteries worked well, just as well as the store bought ones but at a better price
4	just trying
4	I've read that these don't last as long as some other brands, but so far, I haven't had any issues. I don't use batteries for anything constant, however, remotes to the television primarily. They work great for that, and they cost less than other brands. Win win.
4	Life of battery varies with individual battery, which was disappointing. Maybe this is the difference between buying the house brand and buying the name brand--quality control.
4	If you're looking for cheap but durable batteries look no further. I personally like amazon products. I know I can count on them as much as a named brand, but for a 1/4 of the price. I got these on Prime day for a great price and the last a OK amount of time. I used them on my xbox controller, but i think it soaked up more power than I thought so the batteries died with in a month or so. Its not like I keep track, but noticing the controller shutting off was what lead me on to the life of the batteries. I have enough to last me a year or so. Again, good buy. If you're looking to save money from the expensive name brands, go with a Amazon brand product its becoming more common and competitive as a name brand product.
4	Same for these AA batteries as for the AAA batteries.
4	Great batteries! I have nothing negative I can say about this product. They work just as well as any name brand product you would buy off the shelf at any store except these are probably one quarter of the price.
4	Too soon to tell but they seem fine
4	So far so good as far as batteries go. I order them under subscribe and save. Makes the price even better and we always have plenty for our toddler.
4	Looks like these will be good for lower drain, standby applications, where battery leakage is a concern. I have given up on the Costco brand as they tend to leak in these types of applications. While overall watt-hour density is average, still good for remotes, and common applications. It's hyped about Japanese technology, but not made in Japan.
4	I have no qualms about the quality of these batteries.I only wish that every 4 batteries were not individually wrapped.
4	The package just arrived and all seems well. I have no information on the life of these batteries. If they do well I would be glad to give them 5 stars.
4	great price - perfect for what I needed it for
4	These don't last quite as long as Duracell, but for the price it's hard to complain. Nice basic batteries. No issues except for slightly shorter lifespan.
4	I like that I can order these on-line with Prime shipping directly to my house in a few days. I use a lot of batteries during the holidays starting with Halloween through Easter. Not a bad price and they seem to last awhile.
4	No complaints.
4	They work great and a price nicely
4	Don't last quite as long as name brand, but worth the money.
4	Usually I buy bricks of batteries from Fry's Electronics, but I had an Amazon gift card, so I figured I would give them a shot and they make my devices work!
4	OK
4	They seem fine to me.
4	Worked great!
4	They work greatcame very late though
4	Package arrived with one battery missing :(
4	Serves the purpose. Good for the price.
4	only 4 stars need 5 or 6 years to prove there leak proof. Tip Duracell's have destroyed far too many of my devices.
4	Haven't used them, they look fine. Probably overpaid. They arrive in a fancy cardboard box, like they're collectibles or something.
4	With alot of kids and toys in the house we have been running through hundreds of batteries. Yes hundreds, no typo. I have found these batteries to have the perfect balance of cost vs longevity. They dont last the longest but theyre priced just right to make it worth it. I would recommend to anyone that needs batteries in bulk.
4	We got these for our TV remote. We didn't need such a large package, but it was the cheapest option, so we went ahead and purchased the 20 pack. It was great to be able to save money over the name brands, and since it was Amazon brand, we figured they would be good quality (and we were right). It was also awesome to be able to get them in 2 days, since our TV buttons are very hard to use so the shorter time without a remote, the better!Work great. Probably won't run out of AAA anytime soon, but would consider buying other sizes when needed.
4	Pleasantly surprised with these batteries. Powered my son's toy tablet quite well along with other remote control cars that they use.
4	They are batteries people! They make things work for awhile.
4	I haven't even used one yet but I suspect they will work. I stocked up on these because I have a lot of stuff that uses AAA's and it is a super price.
4	Order got lost and took longer (weeks) than expected. Product is great though.
4	Battery Ninja tested these AmazonBasics AA's in toothbrushes I did some calculations and found that these batteries offer a reasonable price per unit of power (mWh), but that they do not carry as much energy as others. The test results show that these batteries will run out faster than others, at least in the toothbrushes. There were no test results vs. digital cameras, photo flashes, or toys, so I'm extrapolating that these will perform like Rayovacs, not like Duracell Coppertops.
4	Price was very good and I received the order in one day.
4	Reasonably priced, and I have had no issues. They are not eneloops, but they work fine for all the applications that I have used them in.
4	These batteries are just fine and does the job. Would recommend!
4	These work good and are just as efficient as top name in comparison this far.
4	Great value.
4	Good quality
4	I have switched to AmazonBasics brand after trying just about every brand there is. Good, reliable batteries.
4	Don't seem to last as long as the big name brands, however, for the price you will get more run time per money spent.
4	They are batteries, so can't say I love them! But I've had good results with Amazon's AA's so trying these now.
4	should have bought the bigger pack, used most of these up already, forgot how much stuff I had that uses AAA batteries.
4	Same soap as always but a smaller size than I thought.
4	So far so good. Working well with my light mirror and it's been holding a good amount of power for a good amount of time.
4	Time will tell how well they perform. They are a little less expensive than Energizer and if they perform as well I'll re-order them.
4	Price is right. So far so good for quality!
4	I have been using these batteries for about a month now and the half I have used have performed very well. The Batteries I inserted into 3 items when they arrived are still working.So far I have found no bad batteries included in my order.Would recommend based on performance of the batteries I have used so far.
4	Works like a standard alkaline battery.
4	Stocked-up
4	They work great!
4	The batteries work fine. So far they seem to last quite a while. Haven't used them for very long to determine if they are any better than other batteries I have used/
4	These alkaline batteries appear to be of good quality and provide excellent power output to my devices. Only time will tell if they provide long life in storage without leaiagel
4	These are a great price. I'm not sure they last as long as a name brand battery, but they get the job done.
4	These are AA batteries and they work. They do seem to die a bit faster in my Speedlight then duracells but maybe I just use it more since I have the 48 pack.
4	Well, I usually write extensive reviews on products, but really there isn't much to say here. Lets cut to the chase. They are batteries. They are AAA size. And they work. No, they aren't the equivalent to lithiums and no they won't power your space shuttle to the moon, but what do you expect at this price I was going to test the actual mah of the battery, until I remembered how much I paid for them in comparison to the big brands I've purchased in the past at the drug store. Bottom line: A good mix of quality / quantity. They aren't your cheapest, junkiest battery but they also don't compare to the best AAA's, Energizer Lithiums. Mid-grade at a great price. Got lots of electronics needing AAA Get them. If you're needing to use them in place of rocket propellent, look elsewhere.
4	These are fine, for the price but not as Duracell
4	These are great batteries without paying the premium for name brands. Our kids go through batteries like their potato chips, so its nice to get a good product at a reasonable price.
4	These are great for the price! They do tend to die slightly faster than other batteries, but overall they are great for what you pay. I would recommend these to anyone looking for basic batteries. The come in a plastic wrap which is easy to open. The same can't be said about some battery brands.
4	Arrived on time, battery doesn't last very long though even when fully charged, so that's my only concern.
4	These batteries are great and last very long I would definitely recommend them to a friend or family over the Duracell brand better pricing
4	These seem to be normal AAA batteries. can't comment yet on life expectancy but for the price they could stand to be near the bottom performance and still be an okay value.
4	they are batteries and they make my battery powered stuff work so im not sure how this could get a low rating. for the price well worth it. that said they don't seem to last quite as long as other name brands.
4	They are batteries, and low cost. Don't know how long they will last yet. Tell you more on that, when the time comes.
4	They arrived on time, as described, and have been powering the PIR lights I ordered for a few weeks now with out needing to be changed. I have no reason to complain.
4	They look.like batteries work like batteries but does anyone ever measure how long they work Seem good to me like.most Amazon products
4	They work but dont last as long as better quality batteries
4	I was intending to buy rechargeables, but bought these by mistake. They work fine though.
4	They work not bad , but these batteries does not work in some devices, I do not know why This is why I dropped one star off.
4	They work we... Maybe don't last as long as the high dollar batteries, but the price makes up for that.
4	Amazon's in house brand of batteries are not bad at all.
4	As with my review of the other batteries I reviewed, they're batteries. They all work and provide approximately 1.5vdc as supposed to.
4	Theyre batteries they either work or they don't, how long do they last I don't know I just got them at Christmas !!
4	Seemingly sufficient at a good price!
4	Works as expected. Time will tell if AAA from amazon are a better value.
4	works as you would think..grat price
4	Great. Works like any other battery.
4	Value for money
4	Very good batteries. Much cheaper than the others.
4	All are working as they should. Very good purchase.
4	Good quality batteries at a reasonable price.
4	These are hard to beat when it comes to price, but I have found that they do not last as long as Energizer or Duracell. They come close, I think, but definitely not as long. I use AA batteries primarily in my iMac bluetooth keyboard and mouse, for what it's worth. Still, these amazon batteries are significantly cheaper, so it all probably evens out.
4	I'm only going to give it 4 stars since I have not had on go bad yet so I can't say how much longer the name brand batteries will lat until one remote control that I put one off each in it so I'll see what lasted the longest and probley replace this battery and see how much longer the name brand lasts any way the money you save I can afford for them not to last quite as long
4	They were very good
4	Good price for batteries. Have only used a few of them thus far, but they work.
4	We aren't running out of batteries now for game controllers. They seem to work just as well as any name brand.
4	What can I say. They're AA Alkaline Batteries and they're affordable.-1 Star because the packaging was GIGANTIC compared to the size of the actual batteries.
4	10 year shelf life check.Reliable manufacturer check.Great price check.Great packaging. check...my 20-pak came as to separate 10-paks.Great performance I don't know yet, but WhyWouldAmazonBother with less than best in class commodity product branding Benefit of the doubt goes to Amazon for now. check.
4	Work fine Good price.
4	Cant see any difference from the more expensive Duracell batteries. Great price. Use them for flashlights clocks, and remote controls.
4	Seem to work ok, but less than Energizer in my camera. Otherwise they are a great item with a great price.
4	Bulk batteries is a must when you have three kids and two of them are twin toddlers. Battery operated toys save your sanity. I do wish more and more of these toys were rechargeable though, but until the toy companies catch up with us we can rely on Amazon Basics to provide us with what we need at an efficient cost. The batteries last a long time. Energenizer Batteries are a bit longer lasting, but these suit me just fine. Get them on subscription.
4	Cheap Quality Batteries
4	does what its suppose to do but doesn't really seem to have a lot of juice in them
4	Work as good as the national brand
4	Lasts as long as the name brands for a fraction of the cost. I also like the minimal packaging that is also easy to open.
